Datetime,Open,High,Low,Close,Next Close
2022-01-01 00:20:00+00:00,46328.046875,46365.9140625,46328.046875,46365.9140625,46418.46875
2022-01-01 00:25:00+00:00,46417.4609375,46421.21484375,46417.4609375,46418.46875,46433.03515625
2022-01-01 00:30:00+00:00,46413.015625,46433.03515625,46412.859375,46433.03515625,46502.4140625
2022-01-01 00:35:00+00:00,46442.58203125,46502.4140625,46442.58203125,46502.4140625,46612.7421875
2022-01-01 00:40:00+00:00,46516.53515625,46612.7421875,46516.53515625,46612.7421875,46626.45703125
2022-01-01 00:45:00+00:00,46618.578125,46626.45703125,46618.578125,46626.45703125,46697.85546875
2022-01-01 00:50:00+00:00,46672.43359375,46709.2734375,46672.43359375,46697.85546875,46726.55859375
2022-01-01 00:55:00+00:00,46707.68359375,46726.55859375,46707.68359375,46726.55859375,46672.67578125
2022-01-01 01:00:00+00:00,46723.66796875,46723.66796875,46672.67578125,46672.67578125,46665.08984375
2022-01-01 01:05:00+00:00,46664.78125,46665.08984375,46650.3515625,46665.08984375,46745.47265625
2022-01-01 01:10:00+00:00,46694.9375,46745.47265625,46694.9375,46745.47265625,46849.0859375
2022-01-01 01:15:00+00:00,46747.18359375,46849.0859375,46747.18359375,46849.0859375,46873.2734375
2022-01-01 01:20:00+00:00,46849.46484375,46888.29296875,46849.46484375,46873.2734375,46817.96484375
2022-01-01 01:25:00+00:00,46853.89453125,46853.89453125,46817.96484375,46817.96484375,46833.76953125
2022-01-01 01:30:00+00:00,46818.26953125,46833.76953125,46813.88671875,46833.76953125,46835.9140625
2022-01-01 01:35:00+00:00,46832.5859375,46840.08203125,46832.5859375,46835.9140625,46783.2890625
2022-01-01 01:40:00+00:00,46805.30078125,46805.30078125,46781.35546875,46783.2890625,46756.1953125
2022-01-01 01:45:00+00:00,46783.23046875,46783.23046875,46756.1953125,46756.1953125,46786.21484375
2022-01-01 01:50:00+00:00,46759.828125,46795.0234375,46759.828125,46786.21484375,46788.546875
2022-01-01 01:55:00+00:00,46789.45703125,46799.4375,46788.546875,46788.546875,46809.35546875
2022-01-01 02:00:00+00:00,46798.84375,46809.35546875,46792.6796875,46809.35546875,46830.10546875
2022-01-01 02:05:00+00:00,46813.21875,46830.10546875,46813.21875,46830.10546875,46841.83203125
2022-01-01 02:10:00+00:00,46842.33203125,46842.33203125,46833.31640625,46841.83203125,46889.84375
2022-01-01 02:15:00+00:00,46849.53515625,46889.84375,46849.53515625,46889.84375,46891.5
2022-01-01 02:20:00+00:00,46892.921875,46896.140625,46891.5,46891.5,46903.50390625
2022-01-01 02:25:00+00:00,46914.19921875,46914.19921875,46903.37890625,46903.50390625,46876.0078125
2022-01-01 02:30:00+00:00,46906.37890625,46906.37890625,46876.0078125,46876.0078125,46838.69921875
2022-01-01 02:35:00+00:00,46875.3203125,46875.60546875,46838.6953125,46838.69921875,46805.859375
2022-01-01 02:40:00+00:00,46801.8046875,46805.859375,46801.8046875,46805.859375,46839.7421875
2022-01-01 02:45:00+00:00,46824.2265625,46839.7421875,46816.42578125,46839.7421875,46818.7734375
2022-01-01 02:50:00+00:00,46836.62109375,46836.62109375,46812.53125,46818.7734375,46830.48828125
2022-01-01 02:55:00+00:00,46827.63671875,46847.390625,46827.63671875,46830.48828125,46808.6796875
2022-01-01 03:00:00+00:00,46836.5,46836.5,46808.6796875,46808.6796875,46807.984375
2022-01-01 03:05:00+00:00,46806.4609375,46807.984375,46800.7421875,46807.984375,46824.1171875
2022-01-01 03:10:00+00:00,46808.76171875,46824.1171875,46808.76171875,46824.1171875,46859.73828125
2022-01-01 03:15:00+00:00,46820.0546875,46859.73828125,46820.0546875,46859.73828125,46847.55078125
2022-01-01 03:20:00+00:00,46861.91015625,46861.91015625,46847.55078125,46847.55078125,46819.109375
2022-01-01 03:25:00+00:00,46829.8984375,46829.8984375,46815.15234375,46819.109375,46820.16796875
2022-01-01 03:30:00+00:00,46821.33203125,46825.58203125,46820.16796875,46820.16796875,46840.1484375
2022-01-01 03:35:00+00:00,46825.5078125,46840.1484375,46825.5078125,46840.1484375,46849.296875
2022-01-01 03:40:00+00:00,46835.7421875,46849.296875,46835.7421875,46849.296875,46853.42578125
2022-01-01 03:45:00+00:00,46853.9453125,46857.359375,46853.42578125,46853.42578125,46824.5625
2022-01-01 03:50:00+00:00,46852.0546875,46852.0546875,46821.4296875,46824.5625,46833.10546875
2022-01-01 03:55:00+00:00,46832.62109375,46837.44140625,46832.62109375,46833.10546875,46834.53515625
2022-01-01 04:00:00+00:00,46831.1484375,46834.53515625,46815.26171875,46834.53515625,46850.55078125
2022-01-01 04:05:00+00:00,46835.48046875,46855.3984375,46835.48046875,46850.55078125,46864.55859375
2022-01-01 04:10:00+00:00,46878.140625,46878.140625,46864.55859375,46864.55859375,46727.82421875
2022-01-01 04:15:00+00:00,46733.52734375,46737.875,46727.82421875,46727.82421875,46731.51953125
2022-01-01 04:20:00+00:00,46719.80859375,46736.28125,46719.80859375,46731.51953125,46747.5078125
2022-01-01 04:25:00+00:00,46724.66015625,46748.359375,46724.66015625,46747.5078125,46722.26171875
2022-01-01 04:30:00+00:00,46750.35546875,46750.35546875,46722.26171875,46722.26171875,46703.51171875
2022-01-01 04:35:00+00:00,46723.69140625,46723.69140625,46703.1640625,46703.51171875,46749.3359375
2022-01-01 04:40:00+00:00,46709.5625,46749.3359375,46709.5625,46749.3359375,46789.27734375
2022-01-01 04:45:00+00:00,46761.31640625,46789.27734375,46761.31640625,46789.27734375,46816.5390625
2022-01-01 04:50:00+00:00,46787.265625,46816.5390625,46787.265625,46816.5390625,46778.796875
2022-01-01 04:55:00+00:00,46814.80859375,46814.80859375,46778.796875,46778.796875,46744.09375
2022-01-01 05:00:00+00:00,46743.33984375,46753.38671875,46743.33984375,46744.09375,46716.140625
2022-01-01 05:05:00+00:00,46742.49609375,46742.49609375,46715.87890625,46716.140625,46733.11328125
2022-01-01 05:10:00+00:00,46722.078125,46733.3671875,46719.29296875,46733.11328125,46785.6875
2022-01-01 05:15:00+00:00,46754.1875,46785.6875,46754.1875,46785.6875,46938.3828125
2022-01-01 05:20:00+00:00,46827.21875,46938.3828125,46823.36328125,46938.3828125,47296.3359375
2022-01-01 05:25:00+00:00,47142.48046875,47296.3359375,47142.48046875,47296.3359375,47419.5
2022-01-01 05:30:00+00:00,47292.39453125,47419.5,47292.39453125,47419.5,47449.71484375
2022-01-01 05:35:00+00:00,47426.45703125,47462.5234375,47426.45703125,47449.71484375,47406.51953125
2022-01-01 05:40:00+00:00,47409.55859375,47414.00390625,47406.51953125,47406.51953125,47246.390625
2022-01-01 05:45:00+00:00,47312.84765625,47312.84765625,47246.390625,47246.390625,47252.78515625
2022-01-01 05:50:00+00:00,47256.31640625,47258.96875,47246.4453125,47252.78515625,47236.76171875
2022-01-01 05:55:00+00:00,47280.1171875,47281.66015625,47230.45703125,47236.76171875,47191.734375
2022-01-01 06:00:00+00:00,47238.9375,47240.7578125,47191.734375,47191.734375,47163.83984375
2022-01-01 06:05:00+00:00,47175.046875,47175.046875,47156.4375,47163.83984375,47245.5
2022-01-01 06:10:00+00:00,47189.453125,47245.5,47189.453125,47245.5,47227.07421875
2022-01-01 06:15:00+00:00,47264.80859375,47264.80859375,47227.07421875,47227.07421875,47208.7734375
2022-01-01 06:20:00+00:00,47219.5703125,47219.5703125,47208.7734375,47208.7734375,47169.9765625
2022-01-01 06:25:00+00:00,47196.43359375,47196.43359375,47169.9765625,47169.9765625,47158.50390625
2022-01-01 06:30:00+00:00,47167.15234375,47167.15234375,47158.50390625,47158.50390625,47187.66015625
2022-01-01 06:35:00+00:00,47168.80078125,47187.66015625,47165.41796875,47187.66015625,47194.94140625
2022-01-01 06:40:00+00:00,47173.85546875,47194.94140625,47173.85546875,47194.94140625,47126.2421875
2022-01-01 06:45:00+00:00,47190.30078125,47190.30078125,47126.2421875,47126.2421875,47078.0234375
2022-01-01 06:50:00+00:00,47127.1484375,47127.1484375,47078.0234375,47078.0234375,47092.64453125
2022-01-01 06:55:00+00:00,47073.125,47092.64453125,47072.66796875,47092.64453125,47010.4609375
2022-01-01 07:00:00+00:00,47034.87890625,47034.87890625,47010.4609375,47010.4609375,47010.28515625
2022-01-01 07:05:00+00:00,47018.1015625,47038.64453125,47010.28515625,47010.28515625,46986.62890625
2022-01-01 07:10:00+00:00,46981.921875,46987.32421875,46981.921875,46986.62890625,47004.87890625
2022-01-01 07:15:00+00:00,46987.1015625,47004.87890625,46987.1015625,47004.87890625,47021.9140625
2022-01-01 07:20:00+00:00,47023.4921875,47033.546875,47021.9140625,47021.9140625,46994.234375
2022-01-01 07:25:00+00:00,46994.046875,46997.3671875,46994.046875,46994.234375,46986.16015625
2022-01-01 07:30:00+00:00,46991.22265625,46992.99609375,46986.16015625,46986.16015625,47001.01953125
2022-01-01 07:35:00+00:00,46991.89453125,47001.01953125,46990.13671875,47001.01953125,47068.76953125
2022-01-01 07:40:00+00:00,47020.328125,47071.640625,47020.328125,47068.76953125,47100.18359375
2022-01-01 07:45:00+00:00,47080.46875,47100.18359375,47079.8828125,47100.18359375,47124.53515625
2022-01-01 07:50:00+00:00,47096.5078125,47124.53515625,47096.5078125,47124.53515625,47137.828125
2022-01-01 07:55:00+00:00,47126.3984375,47141.4765625,47126.3984375,47137.828125,47145.63671875
2022-01-01 08:00:00+00:00,47180.33203125,47180.33203125,47145.63671875,47145.63671875,47142.7578125
2022-01-01 08:05:00+00:00,47147.16015625,47156.8203125,47142.7578125,47142.7578125,47150.3671875
2022-01-01 08:10:00+00:00,47117.11328125,47150.3671875,47117.11328125,47150.3671875,47258.1484375
2022-01-01 08:15:00+00:00,47153.3984375,47258.1484375,47153.3984375,47258.1484375,47247.7109375
2022-01-01 08:20:00+00:00,47254.0859375,47254.47265625,47247.7109375,47247.7109375,47258.21875
2022-01-01 08:25:00+00:00,47240.09765625,47258.21875,47240.09765625,47258.21875,47253.28125
2022-01-01 08:30:00+00:00,47269.1484375,47276.17578125,47253.28125,47253.28125,47228.7421875
2022-01-01 08:35:00+00:00,47244.18359375,47244.18359375,47228.7421875,47228.7421875,47217.1875
2022-01-01 08:40:00+00:00,47217.875,47217.875,47209.06640625,47217.1875,47238.9296875
2022-01-01 08:45:00+00:00,47214.765625,47238.9296875,47214.765625,47238.9296875,47196.1484375
2022-01-01 08:50:00+00:00,47229.78515625,47229.78515625,47196.1484375,47196.1484375,47163.0859375
2022-01-01 08:55:00+00:00,47157.35546875,47163.0859375,47157.35546875,47163.0859375,47113.32421875
2022-01-01 09:00:00+00:00,47165.09375,47165.09375,47113.32421875,47113.32421875,47150.8203125
2022-01-01 09:05:00+00:00,47113.71875,47152.02734375,47113.71875,47150.8203125,47161.46875
2022-01-01 09:10:00+00:00,47163.1640625,47164.69921875,47159.51953125,47161.46875,47160.42578125
2022-01-01 09:15:00+00:00,47179.109375,47180.2890625,47160.42578125,47160.42578125,47145.0234375
2022-01-01 09:20:00+00:00,47157.1875,47157.1875,47145.0234375,47145.0234375,47146.6796875
2022-01-01 09:25:00+00:00,47147.18359375,47147.18359375,47135.26171875,47146.6796875,47158.40234375
2022-01-01 09:30:00+00:00,47155.01953125,47158.40234375,47148.14453125,47158.40234375,47091.06640625
2022-01-01 09:35:00+00:00,47153.140625,47153.140625,47091.06640625,47091.06640625,47007.69140625
2022-01-01 09:40:00+00:00,47044.1796875,47044.1796875,47007.69140625,47007.69140625,47045.95703125
2022-01-01 09:45:00+00:00,47010.4296875,47045.95703125,47010.4296875,47045.95703125,47088.73046875
2022-01-01 09:50:00+00:00,47052.73828125,47090.08203125,47052.73828125,47088.73046875,47070.88671875
2022-01-01 09:55:00+00:00,47085.55859375,47085.55859375,47070.046875,47070.88671875,47193.8125
2022-01-01 10:00:00+00:00,47075.671875,47193.8125,47075.671875,47193.8125,47170.23828125
2022-01-01 10:05:00+00:00,47199.9140625,47199.9140625,47168.98828125,47170.23828125,47183.0546875
2022-01-01 10:10:00+00:00,47175.10546875,47191.8671875,47170.40625,47183.0546875,47097.01171875
2022-01-01 10:15:00+00:00,47178.53515625,47178.53515625,47097.01171875,47097.01171875,47055.97265625
2022-01-01 10:20:00+00:00,47093.3125,47097.2109375,47055.97265625,47055.97265625,47038.85546875
2022-01-01 10:25:00+00:00,47065.6796875,47065.6796875,47038.85546875,47038.85546875,46872.31640625
2022-01-01 10:30:00+00:00,46981.9453125,46981.9453125,46872.31640625,46872.31640625,46838.44921875
2022-01-01 10:35:00+00:00,46834.23046875,46838.44921875,46834.23046875,46838.44921875,46874.1328125
2022-01-01 10:40:00+00:00,46862.2421875,46874.1328125,46862.2421875,46874.1328125,46962.140625
2022-01-01 10:45:00+00:00,46974.0234375,46982.6484375,46962.140625,46962.140625,46984.6171875
2022-01-01 10:50:00+00:00,46963.0546875,46986.8984375,46959.07421875,46984.6171875,46938.0546875
2022-01-01 10:55:00+00:00,46969.125,46969.125,46938.0546875,46938.0546875,46915.5546875
2022-01-01 11:00:00+00:00,46937.52734375,46937.52734375,46915.5546875,46915.5546875,46944.3828125
2022-01-01 11:05:00+00:00,46923.30078125,46944.3828125,46923.30078125,46944.3828125,46922.0703125
2022-01-01 11:10:00+00:00,46922.32421875,46925.80859375,46918.6640625,46922.0703125,46960.77734375
2022-01-01 11:15:00+00:00,46934.6875,46960.77734375,46934.6875,46960.77734375,46953.74609375
2022-01-01 11:20:00+00:00,46963.23046875,46967.90234375,46953.74609375,46953.74609375,46950.67578125
2022-01-01 11:25:00+00:00,46940.28125,46950.67578125,46940.28125,46950.67578125,46975.3828125
2022-01-01 11:30:00+00:00,46999.18359375,46999.18359375,46975.3828125,46975.3828125,46960.26171875
2022-01-01 11:35:00+00:00,46962.48046875,46962.48046875,46952.8515625,46960.26171875,46990.65234375
2022-01-01 11:40:00+00:00,46978.0625,46990.65234375,46978.0625,46990.65234375,46992.09375
2022-01-01 11:45:00+00:00,46986.20703125,46992.09375,46984.0859375,46992.09375,46987.6328125
2022-01-01 11:50:00+00:00,46990.85546875,46991.16796875,46987.2265625,46987.6328125,46882.7265625
2022-01-01 11:55:00+00:00,46922.83203125,46922.83203125,46882.7265625,46882.7265625,46868.8515625
2022-01-01 12:00:00+00:00,46857.6796875,46868.8515625,46857.6796875,46868.8515625,46878.74609375
2022-01-01 12:05:00+00:00,46871.69921875,46878.74609375,46868.19921875,46878.74609375,46938.13671875
2022-01-01 12:10:00+00:00,46916.6328125,46938.13671875,46914.953125,46938.13671875,46980.8515625
2022-01-01 12:15:00+00:00,46981.03125,46982.0390625,46978.78125,46980.8515625,46981.72265625
2022-01-01 12:20:00+00:00,46972.01171875,46982.58203125,46972.01171875,46981.72265625,46929.58203125
2022-01-01 12:25:00+00:00,46969.88671875,46969.88671875,46928.94921875,46929.58203125,47065.5
2022-01-01 12:30:00+00:00,46952.48046875,47065.5,46952.48046875,47065.5,47054.1484375
2022-01-01 12:35:00+00:00,47056.12109375,47056.12109375,47050.625,47054.1484375,47054.28125
2022-01-01 12:40:00+00:00,47072.4609375,47073.76171875,47054.28125,47054.28125,47091.71484375
2022-01-01 12:45:00+00:00,47052.23828125,47091.71484375,47052.23828125,47091.71484375,47130.55078125
2022-01-01 12:50:00+00:00,47101.05078125,47130.55078125,47101.05078125,47130.55078125,47091.625
2022-01-01 12:55:00+00:00,47119.8125,47119.8125,47091.625,47091.625,47114.484375
2022-01-01 13:00:00+00:00,47098.09375,47114.484375,47098.09375,47114.484375,47075.12109375
2022-01-01 13:05:00+00:00,47075.8203125,47079.44921875,47075.12109375,47075.12109375,47089.83203125
2022-01-01 13:10:00+00:00,47070.85546875,47089.83203125,47070.2890625,47089.83203125,47150.44140625
2022-01-01 13:15:00+00:00,47096.88671875,47150.44140625,47096.88671875,47150.44140625,47159.04296875
2022-01-01 13:20:00+00:00,47143.1484375,47167.53125,47143.1484375,47159.04296875,47074.19140625
2022-01-01 13:25:00+00:00,47130.34765625,47130.34765625,47068.76171875,47074.19140625,47050.9765625
2022-01-01 13:30:00+00:00,47077.9453125,47094.16015625,47050.9765625,47050.9765625,47066.078125
2022-01-01 13:35:00+00:00,47047.3828125,47066.078125,47047.3828125,47066.078125,47054.72265625
2022-01-01 13:40:00+00:00,47057.78515625,47057.78515625,47054.72265625,47054.72265625,47057.625
2022-01-01 13:45:00+00:00,47058.44921875,47058.44921875,47051.7421875,47057.625,47017.46875
2022-01-01 13:50:00+00:00,47047.7734375,47047.7734375,47017.46875,47017.46875,47024.3515625
2022-01-01 13:55:00+00:00,47008.953125,47024.3515625,47008.5078125,47024.3515625,47047.7265625
2022-01-01 14:00:00+00:00,47027.88671875,47047.7265625,47027.88671875,47047.7265625,47000.52734375
2022-01-01 14:05:00+00:00,47044.86328125,47044.86328125,47000.52734375,47000.52734375,47014.21875
2022-01-01 14:10:00+00:00,47004.796875,47017.76953125,47004.796875,47014.21875,47028.2109375
2022-01-01 14:15:00+00:00,47013.71484375,47028.2109375,47010.015625,47028.2109375,47065.5546875
2022-01-01 14:20:00+00:00,47054.68359375,47065.5546875,47042.6328125,47065.5546875,47043.078125
2022-01-01 14:25:00+00:00,47053.37109375,47054.70703125,47043.078125,47043.078125,46998.90234375
2022-01-01 14:30:00+00:00,47047.92578125,47047.92578125,46998.90234375,46998.90234375,46943.578125
2022-01-01 14:35:00+00:00,46973.1015625,46973.1015625,46941.359375,46943.578125,46958.9765625
2022-01-01 14:40:00+00:00,46953.33203125,46963.3203125,46953.33203125,46958.9765625,46944.80078125
2022-01-01 14:45:00+00:00,46946.3125,46946.3125,46944.80078125,46944.80078125,46959.45703125
2022-01-01 14:50:00+00:00,46965.84375,46965.84375,46958.83203125,46959.45703125,46959.97265625
2022-01-01 14:55:00+00:00,46961.8125,46967.23828125,46959.97265625,46959.97265625,46952.9375
2022-01-01 15:00:00+00:00,46946.3125,46952.9375,46939.93359375,46952.9375,46984.53515625
2022-01-01 15:05:00+00:00,46957.3515625,46984.83203125,46957.3515625,46984.53515625,46976.44140625
2022-01-01 15:10:00+00:00,46994.24609375,46994.24609375,46972.4609375,46976.44140625,47005.953125
2022-01-01 15:15:00+00:00,46978.609375,47005.953125,46978.609375,47005.953125,46996.84375
2022-01-01 15:20:00+00:00,47005.06640625,47005.06640625,46996.84375,46996.84375,47016.921875
2022-01-01 15:25:00+00:00,47002.19140625,47016.921875,47002.19140625,47016.921875,47093.5390625
2022-01-01 15:30:00+00:00,47034.546875,47093.5390625,47031.82421875,47093.5390625,47271.77734375
2022-01-01 15:35:00+00:00,47147.53125,47273.65234375,47147.53125,47271.77734375,47361.2734375
2022-01-01 15:40:00+00:00,47359.83984375,47361.44921875,47359.5390625,47361.2734375,47266.1171875
2022-01-01 15:45:00+00:00,47350.17578125,47350.17578125,47266.1171875,47266.1171875,47224.53515625
2022-01-01 15:50:00+00:00,47260.69140625,47260.69140625,47217.56640625,47224.53515625,47219.03125
2022-01-01 15:55:00+00:00,47217.0703125,47220.5625,47217.0703125,47219.03125,47233.10546875
2022-01-01 16:00:00+00:00,47220.38671875,47240.703125,47220.38671875,47233.10546875,47281.08984375
2022-01-01 16:05:00+00:00,47241.76953125,47281.08984375,47241.76953125,47281.08984375,47373.84765625
2022-01-01 16:10:00+00:00,47319.1328125,47377.390625,47319.1328125,47373.84765625,47346.33203125
2022-01-01 16:15:00+00:00,47371.375,47371.375,47346.33203125,47346.33203125,47360.40234375
2022-01-01 16:20:00+00:00,47346.0859375,47361.77734375,47345.3359375,47360.40234375,47386.515625
2022-01-01 16:25:00+00:00,47354.36328125,47386.515625,47354.36328125,47386.515625,47432.91015625
2022-01-01 16:30:00+00:00,47401.16796875,47442.2578125,47401.16796875,47432.91015625,47436.8359375
2022-01-01 16:35:00+00:00,47440.63671875,47454.9296875,47436.8359375,47436.8359375,47432.71875
2022-01-01 16:40:00+00:00,47430.3359375,47432.71875,47425.55859375,47432.71875,47413.04296875
2022-01-01 16:45:00+00:00,47433.65625,47433.65625,47413.04296875,47413.04296875,47355.0625
2022-01-01 16:50:00+00:00,47385.00390625,47385.00390625,47355.0625,47355.0625,47308.640625
2022-01-01 16:55:00+00:00,47329.3984375,47329.3984375,47308.640625,47308.640625,47319.87890625
2022-01-01 17:00:00+00:00,47307.0859375,47323.4921875,47307.0859375,47319.87890625,47337.28515625
2022-01-01 17:05:00+00:00,47340.859375,47340.859375,47337.28515625,47337.28515625,47292.44140625
2022-01-01 17:10:00+00:00,47309.109375,47311.46875,47292.44140625,47292.44140625,47286.74609375
2022-01-01 17:15:00+00:00,47289.5859375,47289.5859375,47273.37109375,47286.74609375,47291.66796875
2022-01-01 17:20:00+00:00,47291.828125,47296.3828125,47291.66796875,47291.66796875,47325.03515625
2022-01-01 17:25:00+00:00,47289.96484375,47325.03515625,47289.96484375,47325.03515625,47396.60546875
2022-01-01 17:30:00+00:00,47331.91015625,47396.60546875,47331.91015625,47396.60546875,47424.5078125
2022-01-01 17:35:00+00:00,47405.30859375,47424.5078125,47402.23046875,47424.5078125,47753.70703125
2022-01-01 17:40:00+00:00,47569.0859375,47753.70703125,47569.0859375,47753.70703125,47827.3125
2022-01-01 17:45:00+00:00,47753.87890625,47827.3125,47753.87890625,47827.3125,47781.234375
2022-01-01 17:50:00+00:00,47812.5546875,47812.5546875,47778.94921875,47781.234375,47730.6796875
2022-01-01 17:55:00+00:00,47779.04296875,47779.04296875,47730.6796875,47730.6796875,47726.46875
2022-01-01 18:00:00+00:00,47736.18359375,47746.99609375,47726.46875,47726.46875,47704.390625
2022-01-01 18:05:00+00:00,47712.88671875,47712.90625,47704.375,47704.390625,47750.76953125
2022-01-01 18:10:00+00:00,47739.46484375,47750.76953125,47739.46484375,47750.76953125,47689.6796875
2022-01-01 18:15:00+00:00,47740.79296875,47740.79296875,47689.6796875,47689.6796875,47671.640625
2022-01-01 18:20:00+00:00,47673.3671875,47673.94921875,47670.83984375,47671.640625,47639.93359375
2022-01-01 18:25:00+00:00,47678.5078125,47678.5078125,47639.93359375,47639.93359375,47627.5625
2022-01-01 18:30:00+00:00,47635.45703125,47635.45703125,47627.5625,47627.5625,47516.8671875
2022-01-01 18:35:00+00:00,47568.9453125,47568.9453125,47511.4921875,47516.8671875,47536.0390625
2022-01-01 18:40:00+00:00,47524.50390625,47536.0390625,47524.50390625,47536.0390625,47568.6953125
2022-01-01 18:45:00+00:00,47528.25,47568.6953125,47528.25,47568.6953125,47567.265625
2022-01-01 18:50:00+00:00,47562.5703125,47568.5390625,47562.5703125,47567.265625,47590.328125
2022-01-01 18:55:00+00:00,47545.390625,47590.58984375,47538.1484375,47590.328125,47585.25390625
2022-01-01 19:00:00+00:00,47570.49609375,47585.25390625,47570.49609375,47585.25390625,47604.29296875
2022-01-01 19:05:00+00:00,47586.046875,47604.29296875,47586.046875,47604.29296875,47572.7421875
2022-01-01 19:10:00+00:00,47573.9921875,47574.94921875,47572.17578125,47572.7421875,47510.2578125
2022-01-01 19:15:00+00:00,47572.09375,47572.09375,47510.2578125,47510.2578125,47493.74609375
2022-01-01 19:20:00+00:00,47509.25390625,47509.25390625,47493.74609375,47493.74609375,47441.18359375
2022-01-01 19:25:00+00:00,47478.07421875,47478.07421875,47441.18359375,47441.18359375,47411.98828125
2022-01-01 19:30:00+00:00,47440.4375,47440.4375,47411.98828125,47411.98828125,47388.00390625
2022-01-01 19:35:00+00:00,47410.7265625,47410.7265625,47388.00390625,47388.00390625,47371.1328125
2022-01-01 19:40:00+00:00,47379.4921875,47379.4921875,47371.1328125,47371.1328125,47372.28125
2022-01-01 19:45:00+00:00,47377.0546875,47381.76171875,47370.70703125,47372.28125,47385.23828125
2022-01-01 19:50:00+00:00,47376.03125,47391.3671875,47376.03125,47385.23828125,47369.0234375
